N,P,K,temperature,humidity,ph,label
60,38,17,19.88919233,62.61547473,6.506848899,maize
94,54,17,25.25790616,60.10152009,5.901006045,maize
95,38,22,21.43337568,59.59775553,5.759270195,maize
84,44,21,23.61444207,60.26919352,5.87969203,maize
77,58,19,24.62549044,54.81780855,5.820608183,maize
66,44,20,20.60058324,67.44574258,6.773700691,maize
63,35,16,23.7849811,63.74524873,6.303779629,maize
79,45,20,25.70513775,57.58013821,5.743784861,maize
72,60,25,20.00341111,67.45042191,5.802322003,maize
67,51,24,25.37851653,59.673693,5.612092318,maize
86,36,24,28.66854308,71.3494495,5.816204736,maize
76,48,18,20.83542571,68.0630755,5.804857719,maize
75,53,18,22.33998128,57.7740215,6.899117575,maize
81,45,23,20.86892842,66.44835344,6.223321803,maize
73,45,21,26.56882689,72.05253319,6.669987239,maize
71,35,24,24.05118063,57.85917896,5.855559052,maize
96,54,22,27.7529839,59.68806501,6.995160067,maize
99,39,18,20.7335568,66.72209189,6.143314795,maize
62,48,20,23.43361926,58.82052754,6.741989157,maize
86,37,16,22.15443778,57.54681602,5.589318286,maize
94,50,19,25.16317694,72.08966378,5.902608703,maize
76,39,24,26.19027376,53.94947288,7.030822995,maize
77,52,17,26.84787654,64.13523264,5.743373722,maize
74,39,23,24.43210712,64.16825137,6.814640052,maize
81,49,20,19.48159517,58.96202753,5.541266413,maize
63,42,21,25.11871373,70.78378653,5.827416028,maize
99,38,21,24.7093973,70.04314948,6.384234225,maize
90,52,25,28.04761451,67.78968192,6.856699479,maize
68,40,19,28.23011849,64.60310053,6.688703487,maize
60,57,24,20.15032287,59.90880194,6.151900511,maize
71,52,18,27.11148287,54.28267349,5.819724054,maize
61,59,17,25.20085415,57.58056829,6.506815135,maize
88,38,15,27.08397249,64.31680607,6.48739222,maize
65,60,22,27.39202479,70.97478046,6.640019006,maize
78,37,22,27.36447628,61.68943212,6.362207161,maize
78,58,15,27.00507837,66.22846711,6.561274422,maize
92,60,23,20.15713113,69.96167227,5.750275477,maize
79,59,17,22.00632038,62.11369648,6.677426512,maize
91,55,15,19.53682385,71.0652839,6.408534346,maize
76,51,18,28.25821382,70.41167837,6.278275624,maize
87,48,25,20.14255326,59.73275588,6.690013658,maize
71,60,22,28.15546237,57.70736917,6.235825709,maize
90,57,24,20.43901499,71.25761912,6.189654585,maize
67,35,22,25.16524384,61.61724855,6.417612635,maize
60,54,19,20.24437884,60.86282364,6.449909595,maize
83,58,23,21.31755544,58.00114472,6.413107919,maize
83,57,19,27.78373378,69.18566909,6.91225835,maize
40,72,77,18.38357833,14.94305924,7.523426047,chickpea
23,72,84,20.53845767,15.08732558,6.954852635,chickpea
39,58,85,19.31520838,13.34610024,6.026916697,chickpea
22,72,85,20.37372738,13.60056497,6.423129457,chickpea
36,67,77,19.83541382,17.5414347,7.188575228,chickpea
32,73,81,22.08275853,13.34329911,6.01893776,chickpea
58,70,84,22.30253506,14.55923231,6.262204273,chickpea
59,70,84,18.71819057,16.71956322,7.588562308,chickpea
42,62,75,19.62981656,16.87595777,7.045623394,chickpea
28,74,81,19.45013793,16.27601825,8.797564311,chickpea
58,66,79,22.66903568,17.3102662,8.761783811,chickpea
43,66,79,21.01543442,13.16396802,8.016490631,chickpea
58,63,81,21.39455825,12.63148196,6.548077047,chickpea
23,62,85,20.48839252,17.49331669,8.532577778,chickpea
27,62,77,19.64952064,12.64465172,6.60929764,chickpea
28,72,84,20.22425603,17.15616039,6.514191958,chickpea
50,56,76,22.67042425,17.84042157,8.00643805,chickpea
39,71,84,21.90002739,14.34446032,8.181529564,chickpea
25,78,76,18.87536444,13.69929396,7.265108269,chickpea
31,70,77,22.55506405,12.25359635,6.525008776,chickpea
26,80,83,18.44836703,14.09251848,7.566242957,chickpea
25,68,77,21.69685972,13.05036129,7.739953678,chickpea
31,78,76,18.97437674,12.93581836,8.562575627,chickpea
60,68,83,20.64648022,16.40222127,6.654005373,chickpea
59,62,83,20.05907641,17.19461303,8.144918038,chickpea
22,67,78,18.53591589,12.35594643,6.235111289,chickpea
36,65,80,19.74651932,14.63087911,6.081346796,chickpea
59,60,84,20.54886724,16.63681095,7.72941715,chickpea
54,77,85,18.50978194,15.02138888,7.8683572,chickpea
43,68,81,18.87284629,15.89548261,6.795407705,chickpea
28,76,82,22.20718704,12.18791217,6.687697442,chickpea
42,79,85,18.59831565,13.76462891,6.160181546,chickpea
32,60,83,21.26279222,17.41878467,8.873419695,chickpea
22,78,76,19.2728282,17.06510463,8.664771297,chickpea
31,79,75,20.32207906,14.05399661,8.245886385,chickpea
28,58,81,18.86951563,14.49358662,6.211329607,chickpea
57,58,77,20.22086849,15.54387022,8.018891739,chickpea
49,55,78,20.144534,14.12487622,7.902429239,chickpea
46,76,77,19.69088197,17.66410349,7.002682263,chickpea
54,61,77,20.31317738,13.15467789,6.237615104,chickpea
38,60,76,20.13885434,15.77035103,8.91308515,chickpea
59,55,79,21.99250689,14.8493548,8.809959297,chickpea
36,76,75,19.84802361,14.58934404,8.780019595,chickpea
57,68,81,18.54030196,15.26186831,8.121500739,chickpea
35,66,81,20.9168179,13.71810252,6.168935193,chickpea
35,64,78,19.35915033,12.2032894,7.534128485,chickpea
52,60,79,21.00578061,16.20057156,8.422086197,chickpea
27,76,83,20.65473173,12.85826652,6.321062086,chickpea
57,60,84,20.62788188,15.21875202,6.619711075,chickpea
52,68,78,18.880347,14.91490216,6.93103474,chickpea
43,79,79,20.95623733,16.95267782,7.845781394,chickpea
44,74,85,21.7973765,17.61548475,7.18643471,chickpea
24,55,78,18.68364858,13.09199594,6.682441709,chickpea
29,77,75,18.90039956,13.42170904,7.817484576,chickpea
20,60,78,19.62250352,12.63471741,6.390534057,chickpea
56,67,78,18.97689778,14.67028011,8.296728012,chickpea
37,66,85,22.6021064,16.88472062,6.488429216,chickpea
49,71,76,21.28391979,15.59909333,6.646137506,chickpea
59,69,80,20.60191111,15.82990721,8.206186093,chickpea
20,79,77,20.03016719,13.97120573,7.686918033,chickpea
24,56,85,19.65131958,15.37160198,6.578618001,chickpea
51,72,75,20.39582965,12.93101205,7.139745921,chickpea
57,73,85,19.96886239,12.65519079,7.39489012,chickpea
22,64,82,21.04502489,15.12870662,6.506394623,chickpea
52,73,79,18.63485905,16.71973451,7.879541086,chickpea
29,75,75,21.19017149,16.68481504,7.100114317,chickpea
44,59,78,22.32515086,17.83412485,7.637028639,chickpea
41,69,82,21.62171532,14.58419105,6.749165168,chickpea
52,56,85,21.72422042,12.37381358,6.851209841,chickpea
34,76,80,22.30533998,13.78988719,8.02534448,chickpea
42,74,83,20.7950645,12.21049287,7.582984716,chickpea
34,71,79,19.35844492,13.80048505,7.767643188,chickpea
27,73,79,20.69208072,13.77907161,7.391748318,chickpea
30,70,79,21.88692264,17.95106681,7.349687846,chickpea
57,57,75,18.4549074,16.21723347,7.823964271,chickpea
27,79,82,18.42764321,15.49965283,6.338539948,chickpea
32,71,85,22.27376338,12.37159951,6.436002228,chickpea
31,76,82,22.48666774,15.81277597,7.637276391,chickpea
33,75,84,21.01517991,16.69842481,7.253103551,chickpea
47,80,77,18.55364592,14.37832861,7.598913546,chickpea
54,62,80,18.88474853,14.33961893,7.526992799,chickpea
47,79,78,18.87917328,12.69453654,6.642745218,chickpea
35,57,83,21.03792474,15.40390453,7.514184948,chickpea
53,73,77,21.2867424,16.06107731,7.362078535,chickpea
45,61,78,21.0415152,14.00851235,6.521836228,chickpea
37,78,79,21.54486962,12.76131797,7.825298154,chickpea
30,75,81,20.96744557,14.75751493,6.440480075,chickpea
37,55,82,21.00850077,15.98611025,8.465993072,chickpea
53,65,76,21.80264952,14.36931253,8.763560697,chickpea
22,60,85,20.34266621,12.67493503,7.851057967,chickpea
60,61,78,22.36502581,17.81651098,6.348738971,chickpea
42,67,77,20.50998519,13.88127034,7.149977314,chickpea
39,76,76,21.56185091,13.51495309,8.17658023,chickpea
35,63,76,19.23733399,15.56758445,7.752723803,chickpea
30,65,82,22.3672405,13.21729483,7.139317059,chickpea
57,56,78,18.72535417,16.72661891,8.905787066,chickpea
48,65,78,18.82882585,12.26907033,7.900433789,chickpea
36,56,83,20.40584676,17.74123593,7.489934255,chickpea
40,58,75,20.07554195,12.71416232,7.203936535,chickpea
49,69,82,19.777201,13.30123839,7.299434143,chickpea
13,60,25,18.50445457,18.58232568,5.714401518,kidneybeans
25,70,16,21.20159584,16.8787699,5.788033188,kidneybeans
31,55,22,24.74199995,19.33313692,5.902537753,kidneybeans
40,64,16,17.74478901,22.26017288,5.95631037,kidneybeans
2,61,20,23.9064983,21.03126377,5.985394763,kidneybeans
26,65,22,19.27234125,16.74675549,5.979698826,kidneybeans
17,57,21,21.47067853,18.30003216,5.81816036,kidneybeans
26,80,18,20.86723907,21.34503011,5.608926629,kidneybeans
17,59,17,19.88635277,21.44070407,5.718307424,kidneybeans
27,59,22,23.55224827,21.21631566,5.823129297,kidneybeans
28,58,24,21.3012419,16.24781572,5.776931415,kidneybeans
25,57,19,18.52324504,17.85109295,5.59435551,kidneybeans
28,80,17,21.18792011,16.64130392,5.838466682,kidneybeans
25,60,22,23.3576845,19.17135978,5.916699342,kidneybeans
12,78,23,17.3472327,16.69487012,6.028115153,kidneybeans
6,77,25,22.25642948,22.38395962,5.821708573,kidneybeans
22,79,17,23.13418697,18.38171651,5.941851338,kidneybeans
27,80,15,20.59282439,19.20337096,5.817328886,kidneybeans
10,55,23,22.87937662,17.61264546,5.756874246,kidneybeans
23,65,20,24.88173389,20.42949471,5.863109784,kidneybeans
19,78,16,22.30192824,21.11488485,5.997370902,kidneybeans
19,65,25,19.53953185,16.25937302,5.653221928,kidneybeans
22,70,19,19.69313003,19.06767062,5.543193098,kidneybeans
37,64,22,18.87695276,16.79617408,5.984438676,kidneybeans
11,71,17,21.50872905,19.46805075,5.775180009,kidneybeans
18,79,20,21.89310358,21.24602864,5.906734253,kidneybeans
21,63,17,17.03244357,17.20493905,6.009873835,kidneybeans
24,80,22,18.04530059,17.15065296,5.664173936,kidneybeans
34,60,22,19.07086781,16.11795478,5.663407937,kidneybeans
16,75,21,19.98378112,21.63080096,5.707620468,kidneybeans
17,77,23,26.46940505,18.80416387,5.69841329,kidneybeans
37,72,18,20.38246675,22.56279632,5.752863275,kidneybeans
40,73,20,23.31658589,18.3031309,5.840370803,kidneybeans
9,77,17,21.72960672,22.47364375,5.812342543,kidneybeans
1,62,23,16.66721041,16.34170208,5.635847474,kidneybeans
33,59,22,24.44922979,19.58985688,5.976734527,kidneybeans
23,59,19,23.74005951,22.89845531,5.881307234,kidneybeans
6,62,22,22.16886266,16.05662064,5.853211439,kidneybeans
25,63,20,17.04573778,19.13729985,5.530514115,kidneybeans
7,79,23,21.20353039,17.66624844,5.850758164,kidneybeans
8,72,17,22.21517075,17.73134,5.739996452,kidneybeans
27,64,15,21.7696375,22.86720427,5.5425019,kidneybeans
28,66,23,23.25877512,22.27369683,6.026141996,kidneybeans
32,57,18,16.77830818,21.77095283,5.723899977,kidneybeans
27,56,22,21.50802969,18.68885702,5.862176013,kidneybeans
17,77,24,22.42692995,16.90340263,5.596299183,kidneybeans
0,65,15,25.33392571,21.23252427,5.673662804,kidneybeans
13,72,21,26.2619955,19.01866821,5.850300458,kidneybeans
34,60,23,21.73177462,22.99597587,5.687551256,kidneybeans
9,80,19,23.54633005,16.53955333,5.975193279,kidneybeans
11,72,20,21.08013895,22.95195617,5.980933339,kidneybeans
3,67,24,18.35733021,17.88862661,5.548484414,kidneybeans
35,69,23,18.12759065,22.99508691,5.606302257,kidneybeans
3,77,25,26.8320168,20.90224824,5.636206021,kidneybeans
23,62,19,17.83595775,18.44120964,5.637482304,kidneybeans
22,71,17,19.60161105,17.36204517,5.536841856,kidneybeans
31,79,25,25.03909763,20.3127992,5.931543573,kidneybeans
34,59,18,25.24575174,19.98824352,5.772838251,kidneybeans
12,63,17,19.82396506,17.35297727,5.745729114,kidneybeans
27,56,20,20.79668201,18.49964079,5.57040357,kidneybeans
7,63,24,24.78635804,22.05340083,5.887910956,kidneybeans
24,67,22,21.72562243,20.90609217,5.646938498,kidneybeans
11,71,24,22.82709535,20.72424962,5.634653448,kidneybeans
37,74,15,26.9125044,16.19149142,5.610089294,kidneybeans
25,76,24,16.55379438,22.94085289,5.592860507,kidneybeans
34,66,17,20.31208833,19.27138532,5.91906265,kidneybeans
20,69,15,25.31332669,20.7790622,5.96380706,kidneybeans
37,65,16,24.65745155,16.94497926,5.71196605,kidneybeans
18,74,15,26.89088774,20.27715318,5.73690786,kidneybeans
4,67,25,25.68530593,22.37755462,5.977905276,kidneybeans
37,56,25,23.81598547,17.58177718,5.80362892,kidneybeans
5,59,15,20.38114938,18.16557493,6.002153088,kidneybeans
11,61,21,20.1094261,21.03287031,5.559761057,kidneybeans
22,80,20,24.84495347,16.84017926,5.69790853,kidneybeans
12,61,19,20.87428982,22.1587598,5.684005451,kidneybeans
5,74,21,17.54101835,19.35171036,5.619662534,kidneybeans
27,69,22,19.3462614,22.93386987,5.9619847,kidneybeans
31,75,18,16.70223046,19.43229728,5.853329351,kidneybeans
36,68,20,18.42251611,21.78751284,5.893751678,kidneybeans
5,65,16,23.02971555,16.45314621,5.896078094,kidneybeans
32,79,15,25.8170473,18.73445899,5.734729614,kidneybeans
11,78,22,25.80459383,20.75003388,5.970249552,kidneybeans
0,55,22,24.82100549,18.56617073,5.946363185,kidneybeans
14,59,15,23.0551956,20.92021087,5.807985928,kidneybeans
29,68,23,26.09211929,17.25413989,5.856517191,kidneybeans
32,68,19,26.59369273,16.14845096,5.541805309,kidneybeans
17,64,17,22.69969823,22.96496321,5.6910126,kidneybeans
13,69,19,18.68965926,17.99901492,5.89322349,kidneybeans
14,67,22,25.72706325,22.77919464,5.652813699,kidneybeans
9,69,20,20.84669739,21.98085064,5.619518804,kidneybeans
20,73,22,17.3174935,20.33449616,6.006194101,kidneybeans
40,78,20,20.71674919,18.82303926,5.697582439,kidneybeans
27,72,23,21.51922085,19.79767044,5.991744153,kidneybeans
14,67,15,21.1249531,22.69746597,5.718516016,kidneybeans
7,56,18,19.77499875,22.35043574,5.726863168,kidneybeans
27,65,18,21.71471063,21.2337968,5.623006788,kidneybeans
30,63,16,25.48874996,19.90409433,5.553534049,kidneybeans
37,70,25,21.30593234,22.9204774,5.84850079,kidneybeans
27,63,19,22.60463985,19.18155441,5.590012944,kidneybeans
22,60,24,20.28108717,18.23146229,5.658818077,kidneybeans
3,72,24,39.42639587,56.25178152,6.061765819,pigeonpeas
40,59,23,39.83558986,61.09791828,5.295430092,pigeonpeas
33,73,23,31.56839058,57.72573291,6.015721667,pigeonpeas
27,57,24,29.51670982,41.54973126,6.122322064,pigeonpeas
10,79,18,22.745305,53.77063811,5.652854995,pigeonpeas
30,75,25,32.75332072,40.53522128,6.478322218,pigeonpeas
40,70,20,34.33904668,43.23869849,5.651607493,pigeonpeas
38,55,19,35.82975326,36.37748405,5.893946469,pigeonpeas
35,58,20,31.73033939,61.85026689,5.790511032,pigeonpeas
38,61,21,32.6895952,65.79483882,4.720001271,pigeonpeas
33,58,24,38.28744569,67.1784783,5.295851735,pigeonpeas
16,56,17,36.49745638,38.1944678,7.482672107,pigeonpeas
31,72,17,30.98141077,47.71905381,5.862196867,pigeonpeas
16,80,20,33.73318627,54.98530375,7.376017534,pigeonpeas
27,72,17,31.29302898,55.54929537,6.379669,pigeonpeas
40,62,19,29.50228402,32.24615761,4.721239458,pigeonpeas
18,58,16,23.1898691,36.95098927,4.987474729,pigeonpeas
3,68,16,19.78096902,32.81159629,4.989712296,pigeonpeas
26,67,24,39.92878376,35.88113839,5.671027182,pigeonpeas
16,70,20,26.78408906,38.28694317,5.637442578,pigeonpeas
24,63,19,20.89191026,54.27331738,4.704983923,pigeonpeas
9,76,25,31.18788653,48.37589715,5.738059801,pigeonpeas
16,55,19,21.10268404,45.41815974,6.4456115,pigeonpeas
28,75,21,26.75117565,48.80267684,6.037545704,pigeonpeas
16,71,24,19.79408185,36.55699261,4.971101723,pigeonpeas
24,70,21,20.67524415,43.58328608,5.544794118,pigeonpeas
38,72,21,30.48724658,47.68866371,5.931613688,pigeonpeas
9,66,21,32.52154688,32.24182614,5.748489325,pigeonpeas
34,56,17,36.07901877,33.54951235,4.570943108,pigeonpeas
1,76,19,26.11553705,44.90920569,6.702877063,pigeonpeas
6,69,19,29.03183403,39.87299476,4.774683864,pigeonpeas
26,73,21,33.83197861,56.29761034,4.970995207,pigeonpeas
27,61,18,35.96502621,65.48305843,5.292558167,pigeonpeas
27,71,23,25.32540264,44.70708192,7.145145719,pigeonpeas
36,61,21,37.29439035,37.19764133,5.645093242,pigeonpeas
17,73,18,21.05731179,32.6230139,5.660514879,pigeonpeas
26,72,22,31.06363137,35.71767261,4.698316257,pigeonpeas
17,64,16,33.44959862,30.34093463,7.197606631,pigeonpeas
14,74,19,19.86571927,34.95938063,6.658090962,pigeonpeas
39,60,15,37.89404141,29.06728625,5.029094997,pigeonpeas
6,66,15,37.71929526,28.4756219,6.377535041,pigeonpeas
8,59,18,31.85974774,33.8433579,6.247898525,pigeonpeas
2,67,18,37.2739917,45.75911847,5.951275092,pigeonpeas
1,76,17,30.70336498,50.37055924,6.042782714,pigeonpeas
16,73,19,19.8860895,32.92020908,4.707499645,pigeonpeas
23,75,25,33.55488189,45.42481312,7.112555852,pigeonpeas
32,70,20,22.560723,44.46635232,6.239887431,pigeonpeas
28,59,22,33.37238301,51.07587256,7.087075371,pigeonpeas
5,62,23,30.16402717,64.85421236,4.745833566,pigeonpeas
36,67,25,38.82071738,34.65810803,6.450152965,pigeonpeas
1,66,23,21.10271664,55.24221882,4.82758229,pigeonpeas
24,73,20,21.20442357,30.40767669,4.631738723,pigeonpeas
17,67,18,33.71057336,54.77845694,5.639568532,pigeonpeas
5,55,18,36.18276288,43.92269927,7.358708462,pigeonpeas
5,56,24,26.78670837,43.21775005,5.04823063,pigeonpeas
37,77,17,39.09923972,30.03456569,5.645208415,pigeonpeas
13,73,20,32.93844462,33.60980943,5.41851822,pigeonpeas
6,63,23,28.09240354,48.1981206,5.93612989,pigeonpeas
16,77,22,33.99717126,33.76186755,6.607080726,pigeonpeas
25,64,20,35.79669363,30.5534331,4.831815633,pigeonpeas
34,75,24,25.37770603,49.55335685,4.783838229,pigeonpeas
20,77,23,37.65531102,36.98895086,5.20617286,pigeonpeas
35,80,25,30.33448679,43.1391694,4.920406943,pigeonpeas
14,75,24,26.50647504,55.65907154,6.468340844,pigeonpeas
36,80,21,36.33278264,46.65218493,7.101417697,pigeonpeas
7,77,18,22.19974371,58.89529619,6.689197668,pigeonpeas
29,78,25,21.55271858,57.66711202,6.012768796,pigeonpeas
30,60,21,31.18103467,60.85408169,5.485160629,pigeonpeas
20,74,16,38.91981124,41.80852118,4.78328765,pigeonpeas
19,57,23,25.56257274,45.51511082,7.379121603,pigeonpeas
3,60,19,27.80138863,38.88728273,4.844892127,pigeonpeas
5,77,19,33.56628481,65.09007478,6.273262273,pigeonpeas
5,68,20,20.22452093,59.68539925,5.02604392,pigeonpeas
37,73,21,31.85739131,61.83787035,5.588025706,pigeonpeas
9,59,24,22.0659049,37.52842908,4.77108922,pigeonpeas
20,72,15,38.87729022,54.31901426,7.350084895,pigeonpeas
31,56,23,33.97964571,33.51464088,5.69013553,pigeonpeas
0,70,21,39.19727668,54.33603444,4.695799239,pigeonpeas
21,74,15,31.84434645,65.51154827,6.504221429,pigeonpeas
13,67,18,33.01521369,32.87026518,5.411686742,pigeonpeas
27,74,20,26.66552789,58.30794238,5.889112483,pigeonpeas
29,72,24,25.02338839,34.81012675,6.997198427,pigeonpeas
5,68,20,20.56350033,31.206464,6.152275044,pigeonpeas
39,57,19,31.66383496,44.14742609,6.453857229,pigeonpeas
22,62,16,37.41025496,52.61388617,4.8530808,pigeonpeas
18,55,23,23.75450141,54.61840816,7.020648268,pigeonpeas
39,77,21,24.83296445,58.58591539,4.626580932,pigeonpeas
13,75,20,32.99860587,33.40922543,7.014437761,pigeonpeas
27,71,24,33.97502012,46.41145144,7.100298286,pigeonpeas
26,64,22,28.02144271,38.74906306,5.190990413,pigeonpeas
23,55,16,22.68813556,68.12018574,5.137046265,pigeonpeas
4,69,19,20.7872304,45.93439924,5.401230663,pigeonpeas
20,67,19,20.78034883,48.8014076,5.699776179,pigeonpeas
7,74,17,24.26584014,60.92996263,5.695756795,pigeonpeas
17,64,18,39.68359468,56.58386337,6.109781443,pigeonpeas
35,71,17,32.27831702,64.75248503,6.966584588,pigeonpeas
11,72,22,31.72166886,43.02790235,6.876958096,pigeonpeas
20,60,22,32.01664172,41.08596734,6.910955366,pigeonpeas
10,71,18,21.10236823,64.7464526,6.181784442,pigeonpeas
33,61,24,21.64579812,47.18105775,4.590283731,pigeonpeas
3,49,18,30.13824607,63.09323981,3.711327919,mothbeans
22,59,23,29.50251824,49.541746,4.393604303,mothbeans
36,58,25,30.94732917,57.65433201,8.441131638,mothbeans
4,43,18,31.3461118,59.44526965,8.884859537,mothbeans
29,54,16,29.9971843,52.94370285,8.193788018,mothbeans
32,43,22,34.5528288,52.39626581,5.297103188,mothbeans
14,55,15,29.51720668,53.57660736,8.090555917,mothbeans
5,35,20,31.23810255,51.85382841,9.727637077,mothbeans
25,57,24,29.86156834,56.92881156,7.009853278,mothbeans
11,53,24,30.8001792,54.0761473,7.430868676,mothbeans
40,49,17,33.49772699,44.10697611,6.720711606,mothbeans
38,56,25,27.79508128,43.59498524,7.920592382,mothbeans
27,43,23,34.23449191,55.1674388,5.904710447,mothbeans
24,38,22,26.43216992,56.84483902,8.243719545,mothbeans
23,45,21,33.97602854,50.06713892,9.030274934,mothbeans
29,57,20,27.65339128,48.99115396,5.906460566,mothbeans
31,35,23,32.72075237,45.40903184,7.74613303,mothbeans
0,55,25,30.42325094,41.86178497,4.54679242,mothbeans
7,45,22,27.54175195,43.0352774,9.975843352,mothbeans
17,58,25,33.61305928,41.78172861,6.487870659,mothbeans
11,44,17,28.44239921,53.89347835,8.056291836,mothbeans
22,49,22,30.48809584,59.91766017,3.729614486,mothbeans
9,51,19,29.2026886,47.5715812,5.518365183,mothbeans
28,48,15,27.16912157,53.55319699,9.300359885,mothbeans
26,50,19,29.49788192,49.93578378,6.03526916,mothbeans
36,56,20,27.44028414,47.91327537,7.474263627,mothbeans
8,60,18,33.70736055,44.2344001,3.827471319,mothbeans
24,37,21,33.01380412,56.55245975,5.847310482,mothbeans
22,43,24,27.45409895,51.50136404,4.546253758,mothbeans
36,43,24,29.25610744,41.84748186,3.527956334,mothbeans
22,44,24,26.249237,54.63789788,6.060599524,mothbeans
17,43,22,32.46032803,44.11533264,5.525832512,mothbeans
8,45,15,30.33772599,59.33394025,4.6344209,mothbeans
7,56,23,28.44094713,38.1709683,5.572945328,mothbeans
36,57,16,30.89749502,55.45801761,8.334340113,mothbeans
11,45,19,30.99039106,42.56043483,3.84717162,mothbeans
6,36,22,26.14854843,58.13204433,8.913880481,mothbeans
17,57,20,30.78162028,43.40930326,3.812543061,mothbeans
4,47,20,28.0526532,63.34200693,4.21415507,mothbeans
9,49,16,33.34943643,39.53945892,7.699845035,mothbeans
25,51,24,27.5394804,60.02509043,9.439658087,mothbeans
36,44,21,27.1302872,49.59543111,4.538734825,mothbeans
21,38,20,29.26806554,61.94157485,5.823261164,mothbeans
37,57,20,33.58245455,43.02562781,7.39105842,mothbeans
32,48,18,28.56835259,54.71143313,6.023481134,mothbeans
29,44,20,32.43862062,61.93584002,8.663208083,mothbeans
25,51,18,29.9946793,53.11624964,9.506790907,mothbeans
10,44,24,33.46577648,41.21025755,8.074584563,mothbeans
23,35,18,28.60480169,45.59318646,5.441565241,mothbeans
9,60,23,34.52107499,55.48988422,6.307384358,mothbeans
3,58,21,27.3852454,45.0495166,9.206495206,mothbeans
22,42,22,27.58078218,55.28065525,7.927097005,mothbeans
12,39,21,31.3068476,61.22676779,8.224764067,mothbeans
39,36,22,31.68475952,58.84928816,9.117371469,mothbeans
32,41,16,30.92135711,59.74861369,7.740798672,mothbeans
30,41,15,26.8136652,42.36993797,5.914522254,mothbeans
19,36,22,27.47755263,56.88216845,6.195787654,mothbeans
4,46,15,33.48756683,60.76711052,3.522276076,mothbeans
21,39,20,29.22132795,50.57257016,7.42494752,mothbeans
35,57,25,29.25785998,40.44397016,8.382100049,mothbeans
22,55,24,30.84773265,55.62366738,8.704083438,mothbeans
35,51,17,31.09747601,48.09226307,3.576616939,mothbeans
17,56,17,30.17278329,43.62421179,5.986368026,mothbeans
28,57,17,32.90968749,59.93824546,9.463083122,mothbeans
22,36,16,33.02179005,49.02997471,8.225149693,mothbeans
11,41,19,29.00247007,39.99208637,5.157438199,mothbeans
38,38,18,28.41009689,59.53972868,6.325600965,mothbeans
23,37,24,31.07484558,42.42483784,8.031861955,mothbeans
25,35,20,31.20887001,41.54538962,8.967711173,mothbeans
40,45,20,31.72114928,56.01704518,6.912890667,mothbeans
23,58,19,26.09977282,56.57786407,5.269853023,mothbeans
2,56,23,28.78026605,58.12989592,7.587841396,mothbeans
3,56,17,30.44941132,51.78877709,8.752838146,mothbeans
26,51,25,31.06032773,50.90261203,7.831470608,mothbeans
39,42,20,31.69209825,59.60637036,8.096188402,mothbeans
27,59,20,30.24452229,50.88453564,4.4196873,mothbeans
24,45,19,29.00182911,47.06561045,5.982146882,mothbeans
7,40,17,33.70314358,39.0959339,8.574739127,mothbeans
15,45,23,26.13572362,59.78824082,7.26031461,mothbeans
26,52,23,32.38142505,47.85183259,4.956549959,mothbeans
20,45,16,32.32883307,52.91124785,4.649343508,mothbeans
34,54,24,33.7026418,39.73492768,5.051133677,mothbeans
19,51,25,28.94376273,46.47562359,3.542992931,mothbeans
29,41,21,34.00720035,61.21636115,8.914145694,mothbeans
20,50,22,33.47050311,44.64632979,9.453921971,mothbeans
11,40,23,31.9756106,61.41646869,5.833307541,mothbeans
15,54,15,32.36813147,55.34668015,8.396732911,mothbeans
35,55,22,33.35375943,50.90216072,8.678104388,mothbeans
9,59,25,32.81859149,58.50601188,7.737696954,mothbeans
40,45,18,32.86569691,53.50361735,5.287592356,mothbeans
35,38,19,27.34797351,61.55198942,9.15833554,mothbeans
14,58,17,32.97368316,58.30789714,4.628729045,mothbeans
40,55,18,32.80710851,38.75949056,7.151574021,mothbeans
18,36,23,25.93491042,52.05167979,7.250149014,mothbeans
35,52,15,30.98854611,59.49942152,9.984766184,mothbeans
4,59,22,31.67856136,47.24580989,8.958645262,mothbeans
22,51,16,30.1975107,59.70269208,8.68278413,mothbeans
33,47,17,26.85250931,46.51134753,8.664621643,mothbeans
2,51,17,27.94179305,44.1786401,5.867701242,mothbeans
16,51,21,33.49500337,48.22809297,3.549668711,mothbeans
19,55,20,29.62247092,86.39687302,7.221227977,mungbean
8,54,20,30.59509985,79.30126458,7.069385347,mungbean
36,55,20,29.17047735,82.90326071,6.669148541,mungbean
10,56,16,30.42263792,79.5765083,6.862328436,mungbean
22,56,17,32.2632153,85.91511092,6.92523385,mungbean
9,57,24,32.27773554,88.32401846,7.200946715,mungbean
34,59,23,30.84137888,81.79934558,6.970483277,mungbean
31,51,25,29.73329645,84.14187181,7.232758107,mungbean
0,49,18,32.05236918,86.52895477,7.025045929,mungbean
21,39,20,30.3904154,80.65992844,7.100106049,mungbean
28,35,22,31.88690023,85.31561132,7.192345909,mungbean
17,52,17,30.10863511,85.0310896,6.39679202,mungbean
24,42,23,30.47704484,80.90194474,6.460194681,mungbean
28,46,16,31.3229723,83.52709159,6.697508748,mungbean
21,38,21,32.12986907,85.03155037,6.670865876,mungbean
34,60,25,32.16094399,83.73714139,6.827825039,mungbean
19,53,22,30.08756145,78.97692603,6.887149066,mungbean
31,58,15,29.27366396,83.53397662,7.157179149,mungbean
